"","endDay","mean_competitive"
"1","Fri",0.46242774566474
"2","Mon",0.691823899371069
"3","Sat",0.421739130434783
"4","Sun",0.484848484848485
"5","Thu",0.582608695652174
"6","Tue",0.485981308411215
"7","Wed",0.465116279069767
